296,-12,-1,41,2
294,-15,-2,41,2
132,-18,-1,41,2
287,-18,0,36,2
121,-22,-3,53,3
289,-25,-1,26,1
106,-26,-2,37,2
87,-30,-2,49,3
77,-33,-1,47,3
67,-36,1,41,2
68,-36,4,13,1
62,-37,8,33,2
63,-37,9,33,3
57,-38,10,28,2
58,-38,11,28,2
44,-41,11,62,3
48,-40,14,13,1
23,-46,14,35,2
31,-44,21,26,1
24,-46,25,26,1
25,-46,27,35,2
16,-50,25,14,1
10,-53,28,19,1
0,-56,26,41,2
2,-55,31,41,2
6,-54,33,41,2
1,-56,37,31,2
3,-55,38,41,2
4,-55,39,48,3
34,-43,36,41,2
54,-39,37,42,2
65,-37,34,46,3
60,-38,31,26,1
50,-40,27,41,2
49,-40,25,41,2
59,-38,23,59,2
71,-35,24,57,3
64,-37,26,41,2
79,-33,33,35,2
82,-32,34,41,2
88,-30,34,28,2
92,-29,31,51,3
107,-26,31,26,1
104,-27,25,33,2
103,-27,24,35,2
98,-28,21,35,2
91,-29,21,33,2
102,-27,17,41,3
110,-25,19,37,2
113,-24,18,47,3
124,-21,20,41,2
387,-19,19,19,1
122,-22,22,41,2
118,-23,23,35,2
128,-20,27,57,3
131,-19,27,35,2
134,-18,27,14,1
141,-15,27,41,2
142,-14,24,13,1
137,-16,23,45,2
145,-13,16,26,1
140,-15,15,51,3
144,-13,13,62,3
136,-16,12,41,2
135,-17,10,41,2
133,-18,10,35,2
127,-20,10,37,2
123,-21,9,37,2
117,-23,9,19,1
97,-28,6,43,2
81,-32,10,26,1
74,-34,8,26,1
75,-34,15,41,2
78,-33,17,37,2
43,-41,4,67,3
33,-43,4,13,1
47,-40,-1,28,2
39,-42,-2,41,2
38,-42,-4,27,2
12,-52,3,28,2
9,-53,2,32,2
138,-15,5,35,2
396,-14,5,49,4
143,-13,5,42,2
292,-13,6,28,2
139,-15,9,14,1
350,-20,32,14,1
392,-13,39,13,1
348,-12,39,37,2
