247,23,0,35,2
283,32,-3,37,2
284,32,7,28,2
323,31,14,13,1
274,30,3,35,2
275,30,20,14,1
271,29,33,62,3
270,29,31,35,2
326,29,2,35,2
268,28,27,52,3
311,27,32,46,3
264,27,28,41,2
263,27,25,43,2
312,26,6,42,2
255,26,1,28,2
256,26,32,35,2
249,24,6,28,2
244,22,1,13,1
245,22,5,43,2
250,24,18,42,2
251,24,23,53,2
307,20,16,35,2
234,19,14,28,2
314,18,15,59,3
228,17,16,32,2
309,17,7,41,2
320,17,5,48,3
227,17,3,41,2
221,16,9,19,1
205,12,14,28,2
200,11,5,28,2
201,11,11,35,2
325,12,16,41,2
194,9,1,31,2
188,8,7,56,2
237,20,29,35,2
239,21,30,57,2
246,22,31,14,1
276,30,40,58,3
240,21,38,32,2
235,19,30,35,2
224,16,38,51,3
223,16,30,35,2
222,16,26,40,1
213,14,31,41,2
212,14,29,32,2
206,12,39,37,2
195,9,38,35,2
308,5,26,53,3
322,4,24,37,2
190,8,14,45,2
189,8,11,28,2
186,7,8,26,1
185,7,5,41,2
184,7,1,62,3
178,5,2,57,3
187,7,16,43,2
177,4,8,13,1
179,5,10,41,2
295,3,4,54,3
293,1,2,45,2
173,2,7,37,2
175,3,15,35,2
171,1,7,47,3
170,1,5,36,2
388,3,-3,47,3
168,0,5,41,2
390,0,10,57,3
290,-1,3,33,2
165,-2,8,67,3
386,-4,-1,19,1
288,-5,-2,58,3
161,-4,15,45,2
154,-6,8,19,1
155,-6,9,31,2
397,-6,15,43,2
152,-7,15,37,2
146,-10,9,41,2
399,-10,11,14,1
291,-10,0,37,2
354,5,30,63,3
180,5,33,36,2
181,5,34,37,2
182,5,39,33,2
176,3,38,26,1
156,-6,28,41,2
352,-3,33,51,3
